id,x,y,width,height,xoffset,yoffset,xadvance,page,chnl
32,254,12,1,1,0,12,5,0,15
33,252,0,3,11,0,1,5,0,15
34,209,24,5,4,0,1,6,0,15
35,108,12,8,11,0,1,9,0,15
36,10,0,8,13,0,1,9,0,15
37,99,0,9,11,0,1,11,0,15
38,109,0,9,11,0,1,11,0,15
39,219,24,2,4,0,1,3,0,15
40,19,0,5,13,0,1,6,0,15
41,31,0,5,13,0,1,6,0,15
42,144,12,8,11,0,1,9,0,15
43,140,24,8,8,0,3,9,0,15
44,196,24,3,5,0,9,5,0,15
45,236,24,6,2,0,6,8,0,15
46,222,24,3,3,0,9,5,0,15
47,242,12,5,11,0,1,6,0,15
48,189,0,8,11,0,1,9,0,15
49,236,12,5,11,0,1,6,0,15
50,198,0,8,11,0,1,9,0,15
51,207,0,8,11,0,1,9,0,15
52,216,0,8,11,0,1,9,0,15
53,225,0,8,11,0,1,9,0,15
54,126,12,8,11,0,1,9,0,15
55,243,0,8,11,0,1,9,0,15
56,0,14,8,11,0,1,9,0,15
57,9,14,8,11,0,1,9,0,15
58,179,24,3,8,0,4,5,0,15
59,48,26,3,10,0,4,5,0,15
60,203,12,6,11,0,1,8,0,15
61,183,24,6,5,0,6,8,0,15
62,217,12,6,11,0,1,8,0,15
63,27,14,8,11,0,1,9,0,15
64,129,0,9,11,0,3,11,0,15
65,36,14,8,11,0,1,9,0,15
66,45,14,8,11,0,1,9,0,15
67,54,14,8,11,0,1,9,0,15
68,171,12,8,11,0,1,9,0,15
69,63,14,8,11,0,1,9,0,15
70,72,12,8,11,0,1,9,0,15
71,81,12,8,11,0,1,9,0,15
72,90,12,8,11,0,1,9,0,15
73,0,26,3,11,0,1,5,0,15
74,189,12,6,11,0,1,8,0,15
75,179,0,9,11,0,1,11,0,15
76,196,12,6,11,0,1,8,0,15
77,77,0,11,11,0,1,12,0,15
78,89,0,9,11,0,1,11,0,15
79,139,0,9,11,0,1,11,0,15
80,18,14,8,11,0,1,9,0,15
81,0,0,9,13,0,1,11,0,15
82,234,0,8,11,0,1,9,0,15
83,210,12,6,11,0,1,8,0,15
84,149,0,9,11,0,1,11,0,15
85,180,12,8,11,0,1,9,0,15
86,119,0,9,11,0,1,11,0,15
87,65,0,11,11,0,1,12,0,15
88,169,0,9,11,0,1,11,0,15
89,159,0,9,11,0,1,11,0,15
90,99,12,8,11,0,1,9,0,15
91,25,0,5,13,0,1,6,0,15
92,224,12,5,11,0,1,6,0,15
93,37,0,5,13,0,1,6,0,15
94,190,24,5,5,0,1,6,0,15
95,226,24,9,2,0,10,9,0,15
96,215,24,3,4,0,1,5,0,15
97,149,24,8,8,0,4,9,0,15
98,117,12,8,11,0,1,9,0,15
99,172,24,6,8,0,4,8,0,15
100,162,12,8,11,0,1,9,0,15
101,131,24,8,8,0,4,9,0,15
102,230,12,5,11,0,1,6,0,15
103,12,26,8,10,0,4,9,0,15
104,135,12,8,11,0,1,9,0,15
105,4,26,3,11,0,1,5,0,15
106,49,0,5,13,0,1,6,0,15
107,153,12,8,11,0,1,9,0,15
108,8,26,3,11,0,1,5,0,15
109,52,26,12,8,0,4,14,0,15
110,95,24,8,8,0,4,9,0,15
111,113,24,8,8,0,4,9,0,15
112,21,26,8,10,0,4,9,0,15
113,30,26,8,10,0,4,9,0,15
114,158,24,6,8,0,4,8,0,15
115,165,24,6,8,0,4,8,0,15
116,248,12,5,11,0,1,6,0,15
117,77,24,8,8,0,4,9,0,15
118,86,24,8,8,0,4,9,0,15
119,65,26,11,8,0,4,12,0,15
120,104,24,8,8,0,4,9,0,15
121,39,26,8,10,0,4,9,0,15
122,122,24,8,8,0,4,9,0,15
123,55,0,5,13,0,1,6,0,15
124,61,0,3,13,0,1,5,0,15
125,43,0,5,13,0,1,6,0,15
126,200,24,8,4,0,1,9,0,15
