id,x,y,width,height,xoffset,yoffset,xadvance,page,chnl
32,78,15,1,1,0,15,6,0,15
33,117,30,4,14,0,1,6,0,15
34,125,45,6,5,0,1,8,0,15
35,198,15,10,14,0,1,11,0,15
36,13,0,10,16,0,1,11,0,15
37,121,0,12,14,0,1,13,0,15
38,134,0,12,14,0,1,13,0,15
39,253,15,2,5,0,1,4,0,15
40,24,0,6,16,0,1,8,0,15
41,45,0,6,16,0,1,8,0,15
42,242,15,10,14,0,1,11,0,15
43,186,30,10,11,0,3,11,0,15
44,109,45,4,6,0,11,6,0,15
45,142,43,8,3,0,7,9,0,15
46,137,43,4,4,0,11,6,0,15
47,110,30,6,14,0,1,8,0,15
48,238,0,10,14,0,1,11,0,15
49,96,30,6,14,0,1,8,0,15
50,0,17,10,14,0,1,11,0,15
51,11,17,10,14,0,1,11,0,15
52,22,17,10,14,0,1,11,0,15
53,33,17,10,14,0,1,11,0,15
54,121,15,10,14,0,1,11,0,15
55,55,17,10,14,0,1,11,0,15
56,66,17,10,14,0,1,11,0,15
57,77,17,10,14,0,1,11,0,15
58,250,30,4,10,0,5,6,0,15
59,181,30,4,12,0,5,6,0,15
60,53,32,8,14,0,1,9,0,15
61,93,45,8,7,0,7,9,0,15
62,80,32,8,14,0,1,9,0,15
63,99,15,10,14,0,1,11,0,15
64,160,0,12,14,0,3,13,0,15
65,110,15,10,14,0,1,11,0,15
66,0,32,10,14,0,1,11,0,15
67,132,15,10,14,0,1,11,0,15
68,11,32,10,14,0,1,11,0,15
69,143,15,10,14,0,1,11,0,15
70,154,15,10,14,0,1,11,0,15
71,165,15,10,14,0,1,11,0,15
72,176,15,10,14,0,1,11,0,15
73,122,30,4,14,0,1,6,0,15
74,44,32,8,14,0,1,9,0,15
75,108,0,12,14,0,1,13,0,15
76,62,32,8,14,0,1,9,0,15
77,93,0,14,14,0,1,15,0,15
78,225,0,12,14,0,1,13,0,15
79,173,0,12,14,0,1,13,0,15
80,88,15,10,14,0,1,11,0,15
81,0,0,12,16,0,1,13,0,15
82,44,17,10,14,0,1,11,0,15
83,71,32,8,14,0,1,9,0,15
84,186,0,12,14,0,1,13,0,15
85,22,32,10,14,0,1,11,0,15
86,147,0,12,14,0,1,13,0,15
87,78,0,14,14,0,1,15,0,15
88,212,0,12,14,0,1,13,0,15
89,199,0,12,14,0,1,13,0,15
90,187,15,10,14,0,1,11,0,15
91,31,0,6,16,0,1,8,0,15
92,249,0,6,14,0,1,8,0,15
93,52,0,6,16,0,1,8,0,15
94,102,45,6,7,0,1,8,0,15
95,151,43,12,2,0,13,11,0,15
96,132,45,4,5,0,1,6,0,15
97,0,47,10,10,0,5,11,0,15
98,209,15,10,14,0,1,11,0,15
99,84,47,8,10,0,5,9,0,15
100,220,15,10,14,0,1,11,0,15
101,55,47,10,10,0,5,11,0,15
102,89,30,6,14,0,1,8,0,15
103,137,30,10,12,0,5,11,0,15
104,231,15,10,14,0,1,11,0,15
105,127,30,4,14,0,1,6,0,15
106,59,0,6,16,0,1,8,0,15
107,33,32,10,14,0,1,11,0,15
108,132,30,4,14,0,1,6,0,15
109,197,30,15,10,0,5,17,0,15
110,228,30,10,10,0,5,11,0,15
111,239,30,10,10,0,5,11,0,15
112,148,30,10,12,0,5,11,0,15
113,159,30,10,12,0,5,11,0,15
114,66,47,8,10,0,5,9,0,15
115,75,47,8,10,0,5,9,0,15
116,103,30,6,14,0,1,8,0,15
117,11,47,10,10,0,5,11,0,15
118,22,47,10,10,0,5,11,0,15
119,213,30,14,10,0,5,15,0,15
120,33,47,10,10,0,5,11,0,15
121,170,30,10,12,0,5,11,0,15
122,44,47,10,10,0,5,11,0,15
123,66,0,6,16,0,1,8,0,15
124,73,0,4,16,0,1,6,0,15
125,38,0,6,16,0,1,8,0,15
126,114,45,10,5,0,1,11,0,15
