id,x,y,width,height,xoffset,yoffset,xadvance,page,chnl
32,254,0,1,1,0,10,4,0,15
33,235,10,3,9,0,1,4,0,15
34,127,20,4,3,0,1,5,0,15
35,64,11,7,9,0,1,7,0,15
36,9,0,7,11,0,1,7,0,15
37,94,0,8,9,0,1,8,0,15
38,103,0,8,9,0,1,8,0,15
39,140,20,2,3,0,1,2,0,15
40,17,0,4,11,0,1,5,0,15
41,27,0,4,11,0,1,5,0,15
42,104,10,7,9,0,1,7,0,15
43,66,21,7,7,0,2,7,0,15
44,104,20,3,5,0,7,4,0,15
45,152,20,5,2,0,5,6,0,15
46,132,20,3,3,0,7,4,0,15
47,208,10,4,9,0,1,5,0,15
48,166,0,7,9,0,1,7,0,15
49,203,10,4,9,0,1,5,0,15
50,174,0,7,9,0,1,7,0,15
51,182,0,7,9,0,1,7,0,15
52,190,0,7,9,0,1,7,0,15
53,198,0,7,9,0,1,7,0,15
54,80,10,7,9,0,1,7,0,15
55,214,0,7,9,0,1,7,0,15
56,222,0,7,9,0,1,7,0,15
57,230,0,7,9,0,1,7,0,15
58,100,20,3,7,0,3,4,0,15
59,223,10,3,9,0,3,4,0,15
60,174,10,5,9,0,1,6,0,15
61,108,20,5,4,0,5,6,0,15
62,186,10,5,9,0,1,6,0,15
63,246,0,7,9,0,1,7,0,15
64,56,0,8,10,0,2,8,0,15
65,0,12,7,9,0,1,7,0,15
66,8,12,7,9,0,1,7,0,15
67,16,12,7,9,0,1,7,0,15
68,152,10,7,9,0,1,7,0,15
69,24,12,7,9,0,1,7,0,15
70,32,12,7,9,0,1,7,0,15
71,40,12,7,9,0,1,7,0,15
72,48,12,7,9,0,1,7,0,15
73,239,10,3,9,0,1,4,0,15
74,192,10,5,9,0,1,6,0,15
75,157,0,8,9,0,1,8,0,15
76,168,10,5,9,0,1,6,0,15
77,75,0,9,9,0,1,10,0,15
78,85,0,8,9,0,1,8,0,15
79,121,0,8,9,0,1,8,0,15
80,238,0,7,9,0,1,7,0,15
81,0,0,8,11,0,1,8,0,15
82,206,0,7,9,0,1,7,0,15
83,180,10,5,9,0,1,6,0,15
84,130,0,8,9,0,1,8,0,15
85,160,10,7,9,0,1,7,0,15
86,112,0,8,9,0,1,8,0,15
87,65,0,9,9,0,1,10,0,15
88,148,0,8,9,0,1,8,0,15
89,139,0,8,9,0,1,8,0,15
90,56,11,7,9,0,1,7,0,15
91,22,0,4,11,0,1,5,0,15
92,218,10,4,9,0,1,5,0,15
93,32,0,4,11,0,1,5,0,15
94,114,20,4,4,0,1,5,0,15
95,143,20,8,2,0,8,7,0,15
96,136,20,3,3,0,1,4,0,15
97,74,20,7,7,0,3,7,0,15
98,72,10,7,9,0,1,7,0,15
99,94,20,5,7,0,3,6,0,15
100,120,10,7,9,0,1,7,0,15
101,58,21,7,7,0,3,7,0,15
102,198,10,4,9,0,1,5,0,15
103,88,10,7,9,0,3,7,0,15
104,96,10,7,9,0,1,7,0,15
105,227,10,3,9,0,1,4,0,15
106,42,0,4,11,0,1,5,0,15
107,112,10,7,9,0,1,7,0,15
108,231,10,3,9,0,1,4,0,15
109,243,10,10,7,0,3,11,0,15
110,26,22,7,7,0,3,7,0,15
111,42,22,7,7,0,3,7,0,15
112,128,10,7,9,0,3,7,0,15
113,136,10,7,9,0,3,7,0,15
114,82,20,5,7,0,3,6,0,15
115,88,20,5,7,0,3,6,0,15
116,213,10,4,9,0,1,5,0,15
117,10,22,7,7,0,3,7,0,15
118,18,22,7,7,0,3,7,0,15
119,0,22,9,7,0,3,10,0,15
120,34,22,7,7,0,3,7,0,15
121,144,10,7,9,0,3,7,0,15
122,50,22,7,7,0,3,7,0,15
123,47,0,4,11,0,1,5,0,15
124,52,0,3,11,0,1,4,0,15
125,37,0,4,11,0,1,5,0,15
126,119,20,7,3,0,1,7,0,15
