id,x,y,width,height,xoffset,yoffset,xadvance,page,chnl
32,254,0,1,1,0,18,7,0,15
33,223,34,5,16,0,2,7,0,15
34,23,70,7,5,0,2,9,0,15
35,26,37,12,16,0,2,14,0,15
36,15,0,12,19,0,2,14,0,15
37,154,0,14,16,0,2,16,0,15
38,169,0,14,16,0,2,16,0,15
39,251,17,3,5,0,2,5,0,15
40,28,0,7,19,0,2,9,0,15
41,44,0,7,19,0,2,9,0,15
42,78,37,12,16,0,2,14,0,15
43,179,51,12,12,0,4,14,0,15
44,241,51,5,8,0,13,7,0,15
45,58,67,9,3,0,9,12,0,15
46,31,70,5,5,0,13,7,0,15
47,207,34,7,16,0,2,9,0,15
48,30,20,12,16,0,2,14,0,15
49,199,34,7,16,0,2,9,0,15
50,43,20,12,16,0,2,14,0,15
51,56,20,12,16,0,2,14,0,15
52,69,20,12,16,0,2,14,0,15
53,82,20,12,16,0,2,14,0,15
54,52,37,12,16,0,2,14,0,15
55,108,17,12,16,0,2,14,0,15
56,121,17,12,16,0,2,14,0,15
57,134,17,12,16,0,2,14,0,15
58,235,51,5,12,0,6,7,0,15
59,247,34,5,15,0,6,7,0,15
60,153,34,9,16,0,2,12,0,15
61,0,70,9,7,0,9,12,0,15
62,173,34,9,16,0,2,12,0,15
63,160,17,12,16,0,2,14,0,15
64,90,0,14,17,0,4,16,0,15
65,173,17,12,16,0,2,14,0,15
66,186,17,12,16,0,2,14,0,15
67,199,17,12,16,0,2,14,0,15
68,117,34,12,16,0,2,14,0,15
69,212,17,12,16,0,2,14,0,15
70,225,17,12,16,0,2,14,0,15
71,238,17,12,16,0,2,14,0,15
72,0,37,12,16,0,2,14,0,15
73,229,34,5,16,0,2,7,0,15
74,244,0,9,16,0,2,12,0,15
75,15,20,14,16,0,2,16,0,15
76,143,34,9,16,0,2,12,0,15
77,122,0,16,16,0,2,18,0,15
78,139,0,14,16,0,2,16,0,15
79,199,0,14,16,0,2,16,0,15
80,147,17,12,16,0,2,14,0,15
81,0,0,14,19,0,2,16,0,15
82,95,18,12,16,0,2,14,0,15
83,163,34,9,16,0,2,12,0,15
84,214,0,14,16,0,2,16,0,15
85,130,34,12,16,0,2,14,0,15
86,184,0,14,16,0,2,16,0,15
87,105,0,16,16,0,2,18,0,15
88,0,20,14,16,0,2,16,0,15
89,229,0,14,16,0,2,16,0,15
90,13,37,12,16,0,2,14,0,15
91,36,0,7,19,0,2,9,0,15
92,183,34,7,16,0,2,9,0,15
93,52,0,7,19,0,2,9,0,15
94,247,50,7,7,0,2,9,0,15
95,43,70,14,3,0,15,14,0,15
96,37,70,5,5,0,2,7,0,15
97,192,51,12,12,0,6,14,0,15
98,39,37,12,16,0,2,14,0,15
99,225,51,9,12,0,6,12,0,15
100,104,35,12,16,0,2,14,0,15
101,166,51,12,12,0,6,14,0,15
102,191,34,7,16,0,2,9,0,15
103,0,54,12,15,0,6,14,0,15
104,65,37,12,16,0,2,14,0,15
105,235,34,5,16,0,2,7,0,15
106,68,0,7,19,0,2,9,0,15
107,91,37,12,16,0,2,14,0,15
108,241,34,5,16,0,2,7,0,15
109,52,54,18,12,0,6,21,0,15
110,114,52,12,12,0,6,14,0,15
111,140,51,12,12,0,6,14,0,15
112,13,54,12,15,0,6,14,0,15
113,26,54,12,15,0,6,14,0,15
114,205,51,9,12,0,6,12,0,15
115,215,51,9,12,0,6,12,0,15
116,215,34,7,16,0,2,9,0,15
117,88,54,12,12,0,6,14,0,15
118,101,54,12,12,0,6,14,0,15
119,71,54,16,12,0,6,18,0,15
120,127,51,12,12,0,6,14,0,15
121,39,54,12,15,0,6,14,0,15
122,153,51,12,12,0,6,14,0,15
123,76,0,7,19,0,2,9,0,15
124,84,0,5,19,0,2,7,0,15
125,60,0,7,19,0,2,9,0,15
126,10,70,12,5,0,2,14,0,15
