id,x,y,width,height,xoffset,yoffset,xadvance,page,chnl
32,78,15,1,1,0,16,6,0,15
33,117,30,4,14,0,2,6,0,15
34,125,45,6,4,0,2,8,0,15
35,198,15,10,14,0,2,12,0,15
36,13,0,10,16,0,2,12,0,15
37,121,0,12,14,0,2,14,0,15
38,134,0,12,14,0,2,14,0,15
39,253,15,2,4,0,2,4,0,15
40,24,0,6,16,0,2,8,0,15
41,38,0,6,16,0,2,8,0,15
42,242,15,10,14,0,2,12,0,15
43,44,47,10,10,0,4,12,0,15
44,109,45,4,6,0,12,6,0,15
45,155,43,8,2,0,8,10,0,15
46,132,45,4,4,0,12,6,0,15
47,103,30,6,14,0,2,8,0,15
48,238,0,10,14,0,2,12,0,15
49,96,30,6,14,0,2,8,0,15
50,0,17,10,14,0,2,12,0,15
51,11,17,10,14,0,2,12,0,15
52,22,17,10,14,0,2,12,0,15
53,33,17,10,14,0,2,12,0,15
54,220,15,10,14,0,2,12,0,15
55,55,17,10,14,0,2,12,0,15
56,66,17,10,14,0,2,12,0,15
57,77,17,10,14,0,2,12,0,15
58,251,30,4,10,0,6,6,0,15
59,181,30,4,12,0,6,6,0,15
60,62,32,8,14,0,2,10,0,15
61,93,45,8,6,0,8,10,0,15
62,80,32,8,14,0,2,10,0,15
63,99,15,10,14,0,2,12,0,15
64,160,0,12,14,0,4,14,0,15
65,110,15,10,14,0,2,12,0,15
66,121,15,10,14,0,2,12,0,15
67,132,15,10,14,0,2,12,0,15
68,22,32,10,14,0,2,12,0,15
69,143,15,10,14,0,2,12,0,15
70,154,15,10,14,0,2,12,0,15
71,165,15,10,14,0,2,12,0,15
72,176,15,10,14,0,2,12,0,15
73,122,30,4,14,0,2,6,0,15
74,44,32,8,14,0,2,10,0,15
75,225,0,12,14,0,2,14,0,15
76,53,32,8,14,0,2,10,0,15
77,93,0,14,14,0,2,16,0,15
78,108,0,12,14,0,2,14,0,15
79,173,0,12,14,0,2,14,0,15
80,88,15,10,14,0,2,12,0,15
81,0,0,12,16,0,2,14,0,15
82,44,17,10,14,0,2,12,0,15
83,71,32,8,14,0,2,10,0,15
84,186,0,12,14,0,2,14,0,15
85,33,32,10,14,0,2,12,0,15
86,147,0,12,14,0,2,14,0,15
87,78,0,14,14,0,2,16,0,15
88,212,0,12,14,0,2,14,0,15
89,199,0,12,14,0,2,14,0,15
90,187,15,10,14,0,2,12,0,15
91,31,0,6,16,0,2,8,0,15
92,249,0,6,14,0,2,8,0,15
93,45,0,6,16,0,2,8,0,15
94,102,45,6,6,0,2,8,0,15
95,142,43,12,2,0,14,12,0,15
96,137,43,4,4,0,2,6,0,15
97,55,47,10,10,0,6,12,0,15
98,209,15,10,14,0,2,12,0,15
99,84,47,8,10,0,6,10,0,15
100,11,32,10,14,0,2,12,0,15
101,33,47,10,10,0,6,12,0,15
102,89,30,6,14,0,2,8,0,15
103,137,30,10,12,0,6,12,0,15
104,231,15,10,14,0,2,12,0,15
105,127,30,4,14,0,2,6,0,15
106,59,0,6,16,0,2,8,0,15
107,0,32,10,14,0,2,12,0,15
108,132,30,4,14,0,2,6,0,15
109,186,30,16,10,0,6,18,0,15
110,240,30,10,10,0,6,12,0,15
111,11,47,10,10,0,6,12,0,15
112,148,30,10,12,0,6,12,0,15
113,159,30,10,12,0,6,12,0,15
114,66,47,8,10,0,6,10,0,15
115,75,47,8,10,0,6,10,0,15
116,110,30,6,14,0,2,8,0,15
117,218,30,10,10,0,6,12,0,15
118,229,30,10,10,0,6,12,0,15
119,203,30,14,10,0,6,16,0,15
120,0,47,10,10,0,6,12,0,15
121,170,30,10,12,0,6,12,0,15
122,22,47,10,10,0,6,12,0,15
123,66,0,6,16,0,2,8,0,15
124,73,0,4,16,0,2,6,0,15
125,52,0,6,16,0,2,8,0,15
126,114,45,10,4,0,2,12,0,15
